Timestamp,Type,Message,Objects,Raw
"2025-08-16T23:28:32.671Z","log","❌ DESMARCADOS em ""Feijão Preto"": [Object]","[
  ""Einstein"",
  ""Faap"",
  ""Itamarati"",
  ""Museu"",
  ""Nestlé""
]","[""❌ DESMARCADOS em \""Feijão Preto\"":"",[""Einstein"",""Faap"",""Itamarati"",""Museu"",""Nestlé""]]"
"2025-08-16T23:28:32.671Z","log","---","","[""---""]"
"2025-08-16T23:28:32.671Z","log","🔍 [CARDÁPIO POR CLIENTE] Farofa Temperada","","[""🔍 [CARDÁPIO POR CLIENTE] Farofa Temperada""]"
"2025-08-16T23:28:32.671Z","log","📋 IDs marcados: [Object]","[
  ""VN82qwyceQ3uAasT2EYt"",
  ""XyrOVFk5uwtyVIDLrbYI"",
  ""ergregtrgrtgt"",
  ""erfwefewfwef"",
  ""fvewfgqwefgrewg"",
  ""regtegbrtvbrt""
]","[""📋 IDs marcados:"",[""VN82qwyceQ3uAasT2EYt"",""XyrOVFk5uwtyVIDLrbYI"",""ergregtrgrtgt"",""erfwefewfwef"",""fvewfgqwefgrewg"",""regtegbrtvbrt""]]"
"2025-08-16T23:28:32.672Z","log","❌ DESMARCADOS em ""Farofa Temperada"": [Object]","[
  ""Itamarati""
]","[""❌ DESMARCADOS em \""Farofa Temperada\"":"",[""Itamarati""]]"
"2025-08-16T23:28:32.672Z","log","---","","[""---""]"
"2025-08-16T23:28:32.672Z","log","🔍 [CARDÁPIO POR CLIENTE] R. Chuchu","","[""🔍 [CARDÁPIO POR CLIENTE] R. Chuchu""]"
"2025-08-16T23:28:32.672Z","log","📋 IDs marcados: [Object]","[]","[""📋 IDs marcados:"",[]]"
"2025-08-16T23:28:32.672Z","log","❌ DESMARCADOS em ""R. Chuchu"": [Object]","[
  ""Einstein"",
  ""Faap"",
  ""Itamarati"",
  ""Museu"",
  ""Nestlé""
]","[""❌ DESMARCADOS em \""R. Chuchu\"":"",[""Einstein"",""Faap"",""Itamarati"",""Museu"",""Nestlé""]]"
"2025-08-16T23:28:32.672Z","log","---","","[""---""]"
"2025-08-16T23:28:32.672Z","log","🔍 [CARDÁPIO POR CLIENTE] Peixe Assado","","[""🔍 [CARDÁPIO POR CLIENTE] Peixe Assado""]"
"2025-08-16T23:28:32.672Z","log","📋 IDs marcados: [Object]","[
  ""VN82qwyceQ3uAasT2EYt"",
  ""XyrOVFk5uwtyVIDLrbYI"",
  ""ergregtrgrtgt"",
  ""erfwefewfwef"",
  ""fvewfgqwefgrewg"",
  ""regtegbrtvbrt""
]","[""📋 IDs marcados:"",[""VN82qwyceQ3uAasT2EYt"",""XyrOVFk5uwtyVIDLrbYI"",""ergregtrgrtgt"",""erfwefewfwef"",""fvewfgqwefgrewg"",""regtegbrtvbrt""]]"
"2025-08-16T23:28:32.672Z","log","❌ DESMARCADOS em ""Peixe Assado"": [Object]","[
  ""Itamarati""
]","[""❌ DESMARCADOS em \""Peixe Assado\"":"",[""Itamarati""]]"
"2025-08-16T23:28:32.672Z","log","---","","[""---""]"
"2025-08-16T23:28:32.672Z","log","🔍 [CARDÁPIO POR CLIENTE] Lagarto ao Molho Madeira","","[""🔍 [CARDÁPIO POR CLIENTE] Lagarto ao Molho Madeira""]"
"2025-08-16T23:28:32.672Z","log","📋 IDs marcados: [Object]","[
  ""VN82qwyceQ3uAasT2EYt"",
  ""XyrOVFk5uwtyVIDLrbYI"",
  ""ergregtrgrtgt"",
  ""erfwefewfwef"",
  ""fvewfgqwefgrewg"",
  ""regtegbrtvbrt""
]","[""📋 IDs marcados:"",[""VN82qwyceQ3uAasT2EYt"",""XyrOVFk5uwtyVIDLrbYI"",""ergregtrgrtgt"",""erfwefewfwef"",""fvewfgqwefgrewg"",""regtegbrtvbrt""]]"
"2025-08-16T23:28:32.672Z","log","❌ DESMARCADOS em ""Lagarto ao Molho Madeira"": [Object]","[
  ""Itamarati""
]","[""❌ DESMARCADOS em \""Lagarto ao Molho Madeira\"":"",[""Itamarati""]]"
"2025-08-16T23:28:32.672Z","log","---","","[""---""]"
"2025-08-16T23:28:32.673Z","log","🔍 [CARDÁPIO POR CLIENTE] Bolinho de cabotiá com queijo","","[""🔍 [CARDÁPIO POR CLIENTE] Bolinho de cabotiá com queijo""]"
"2025-08-16T23:28:32.673Z","log","📋 IDs marcados: [Object]","[
  ""VN82qwyceQ3uAasT2EYt"",
  ""XyrOVFk5uwtyVIDLrbYI"",
  ""ergregtrgrtgt"",
  ""erfwefewfwef"",
  ""regtegbrtvbrt"",
  ""fvewfgqwefgrewg""
]","[""📋 IDs marcados:"",[""VN82qwyceQ3uAasT2EYt"",""XyrOVFk5uwtyVIDLrbYI"",""ergregtrgrtgt"",""erfwefewfwef"",""regtegbrtvbrt"",""fvewfgqwefgrewg""]]"
"2025-08-16T23:28:32.673Z","log","❌ DESMARCADOS em ""Bolinho de cabotiá com queijo"": [Object]","[
  ""Itamarati""
]","[""❌ DESMARCADOS em \""Bolinho de cabotiá com queijo\"":"",[""Itamarati""]]"
"2025-08-16T23:28:32.673Z","log","---","","[""---""]"
"2025-08-16T23:28:32.673Z","log","🔍 [CARDÁPIO POR CLIENTE] S. Alface","","[""🔍 [CARDÁPIO POR CLIENTE] S. Alface""]"
"2025-08-16T23:28:32.673Z","log","📋 IDs marcados: [Object]","[]","[""📋 IDs marcados:"",[]]"
"2025-08-16T23:28:32.673Z","log","❌ DESMARCADOS em ""S. Alface"": [Object]","[
  ""Einstein"",
  ""Faap"",
  ""Itamarati"",
  ""Museu"",
  ""Nestlé""
]","[""❌ DESMARCADOS em \""S. Alface\"":"",[""Einstein"",""Faap"",""Itamarati"",""Museu"",""Nestlé""]]"
"2025-08-16T23:28:32.673Z","log","---","","[""---""]"
"2025-08-16T23:28:32.673Z","log","🔍 [CARDÁPIO POR CLIENTE] S. Tomate","","[""🔍 [CARDÁPIO POR CLIENTE] S. Tomate""]"
"2025-08-16T23:28:32.673Z","log","📋 IDs marcados: [Object]","[
  ""VN82qwyceQ3uAasT2EYt"",
  ""XyrOVFk5uwtyVIDLrbYI"",
  ""ergregtrgrtgt"",
  ""erfwefewfwef"",
  ""fvewfgqwefgrewg"",
  ""regtegbrtvbrt""
]","[""📋 IDs marcados:"",[""VN82qwyceQ3uAasT2EYt"",""XyrOVFk5uwtyVIDLrbYI"",""ergregtrgrtgt"",""erfwefewfwef"",""fvewfgqwefgrewg"",""regtegbrtvbrt""]]"
"2025-08-16T23:28:32.673Z","log","❌ DESMARCADOS em ""S. Tomate"": [Object]","[
  ""Itamarati""
]","[""❌ DESMARCADOS em \""S. Tomate\"":"",[""Itamarati""]]"
"2025-08-16T23:28:32.673Z","log","---","","[""---""]"
"2025-08-16T23:28:32.673Z","log","🔍 [CARDÁPIO POR CLIENTE] S. Beterraba","","[""🔍 [CARDÁPIO POR CLIENTE] S. Beterraba""]"
"2025-08-16T23:28:32.674Z","log","📋 IDs marcados: [Object]","[]","[""📋 IDs marcados:"",[]]"
"2025-08-16T23:28:32.674Z","log","❌ DESMARCADOS em ""S. Beterraba"": [Object]","[
  ""Einstein"",
  ""Faap"",
  ""Itamarati"",
  ""Museu"",
  ""Nestlé""
]","[""❌ DESMARCADOS em \""S. Beterraba\"":"",[""Einstein"",""Faap"",""Itamarati"",""Museu"",""Nestlé""]]"
"2025-08-16T23:28:32.674Z","log","---","","[""---""]"
"2025-08-16T23:28:32.674Z","log","🔍 [CARDÁPIO POR CLIENTE] S. Grão de Bico","","[""🔍 [CARDÁPIO POR CLIENTE] S. Grão de Bico""]"
"2025-08-16T23:28:32.674Z","log","📋 IDs marcados: [Object]","[
  ""VN82qwyceQ3uAasT2EYt"",
  ""XyrOVFk5uwtyVIDLrbYI"",
  ""ergregtrgrtgt"",
  ""erfwefewfwef"",
  ""regtegbrtvbrt""
]","[""📋 IDs marcados:"",[""VN82qwyceQ3uAasT2EYt"",""XyrOVFk5uwtyVIDLrbYI"",""ergregtrgrtgt"",""erfwefewfwef"",""regtegbrtvbrt""]]"
"2025-08-16T23:28:32.674Z","log","❌ DESMARCADOS em ""S. Grão de Bico"": [Object]","[
  ""Itamarati"",
  ""Museu""
]","[""❌ DESMARCADOS em \""S. Grão de Bico\"":"",[""Itamarati"",""Museu""]]"
"2025-08-16T23:28:32.674Z","log","---","","[""---""]"
"2025-08-16T23:28:32.674Z","log","🔍 [CARDÁPIO POR CLIENTE] Arroz Branco","","[""🔍 [CARDÁPIO POR CLIENTE] Arroz Branco""]"
"2025-08-16T23:28:32.674Z","log","📋 IDs marcados: [Object]","[
  ""VN82qwyceQ3uAasT2EYt"",
  ""XyrOVFk5uwtyVIDLrbYI"",
  ""ergregtrgrtgt"",
  ""erfwefewfwef"",
  ""fewfewfewfewrfew"",
  ""regtegbrtvbrt""
]","[""📋 IDs marcados:"",[""VN82qwyceQ3uAasT2EYt"",""XyrOVFk5uwtyVIDLrbYI"",""ergregtrgrtgt"",""erfwefewfwef"",""fewfewfewfewrfew"",""regtegbrtvbrt""]]"
"2025-08-16T23:28:32.674Z","log","❌ DESMARCADOS em ""Arroz Branco"": [Object]","[
  ""Museu""
]","[""❌ DESMARCADOS em \""Arroz Branco\"":"",[""Museu""]]"
"2025-08-16T23:28:32.674Z","log","---","","[""---""]"
"2025-08-16T23:28:32.674Z","log","🔍 [CARDÁPIO POR CLIENTE] Arroz Integral","","[""🔍 [CARDÁPIO POR CLIENTE] Arroz Integral""]"
"2025-08-16T23:28:32.675Z","log","📋 IDs marcados: [Object]","[
  ""VN82qwyceQ3uAasT2EYt"",
  ""XyrOVFk5uwtyVIDLrbYI"",
  ""ergregtrgrtgt"",
  ""erfwefewfwef"",
  ""regtegbrtvbrt""
]","[""📋 IDs marcados:"",[""VN82qwyceQ3uAasT2EYt"",""XyrOVFk5uwtyVIDLrbYI"",""ergregtrgrtgt"",""erfwefewfwef"",""regtegbrtvbrt""]]"
"2025-08-16T23:28:32.675Z","log","❌ DESMARCADOS em ""Arroz Integral"": [Object]","[
  ""Itamarati"",
  ""Museu""
]","[""❌ DESMARCADOS em \""Arroz Integral\"":"",[""Itamarati"",""Museu""]]"
"2025-08-16T23:28:32.675Z","log","---","","[""---""]"
"2025-08-16T23:28:32.675Z","log","🔍 [CARDÁPIO POR CLIENTE] Feijão","","[""🔍 [CARDÁPIO POR CLIENTE] Feijão""]"
"2025-08-16T23:28:32.675Z","log","📋 IDs marcados: [Object]","[
  ""VN82qwyceQ3uAasT2EYt"",
  ""XyrOVFk5uwtyVIDLrbYI"",
  ""ergregtrgrtgt"",
  ""erfwefewfwef"",
  ""fewfewfewfewrfew"",
  ""regtegbrtvbrt""
]","[""📋 IDs marcados:"",[""VN82qwyceQ3uAasT2EYt"",""XyrOVFk5uwtyVIDLrbYI"",""ergregtrgrtgt"",""erfwefewfwef"",""fewfewfewfewrfew"",""regtegbrtvbrt""]]"
"2025-08-16T23:28:32.675Z","log","❌ DESMARCADOS em ""Feijão"": [Object]","[
  ""Museu""
]","[""❌ DESMARCADOS em \""Feijão\"":"",[""Museu""]]"
"2025-08-16T23:28:32.675Z","log","---","","[""---""]"
"2025-08-16T23:28:32.675Z","log","🔍 [CARDÁPIO POR CLIENTE] Farofa Temperada","","[""🔍 [CARDÁPIO POR CLIENTE] Farofa Temperada""]"
"2025-08-16T23:28:32.675Z","log","📋 IDs marcados: [Object]","[
  ""VN82qwyceQ3uAasT2EYt"",
  ""XyrOVFk5uwtyVIDLrbYI"",
  ""ergregtrgrtgt"",
  ""erfwefewfwef"",
  ""regtegbrtvbrt""
]","[""📋 IDs marcados:"",[""VN82qwyceQ3uAasT2EYt"",""XyrOVFk5uwtyVIDLrbYI"",""ergregtrgrtgt"",""erfwefewfwef"",""regtegbrtvbrt""]]"
"2025-08-16T23:28:32.675Z","log","❌ DESMARCADOS em ""Farofa Temperada"": [Object]","[
  ""Itamarati"",
  ""Museu""
]","[""❌ DESMARCADOS em \""Farofa Temperada\"":"",[""Itamarati"",""Museu""]]"
"2025-08-16T23:28:32.675Z","log","---","","[""---""]"
"2025-08-16T23:28:32.675Z","log","🔍 [CARDÁPIO POR CLIENTE] Lentilha com cenoura","","[""🔍 [CARDÁPIO POR CLIENTE] Lentilha com cenoura""]"
"2025-08-16T23:28:32.675Z","log","📋 IDs marcados: [Object]","[
  ""VN82qwyceQ3uAasT2EYt"",
  ""XyrOVFk5uwtyVIDLrbYI"",
  ""ergregtrgrtgt"",
  ""erfwefewfwef"",
  ""regtegbrtvbrt""
]","[""📋 IDs marcados:"",[""VN82qwyceQ3uAasT2EYt"",""XyrOVFk5uwtyVIDLrbYI"",""ergregtrgrtgt"",""erfwefewfwef"",""regtegbrtvbrt""]]"
"2025-08-16T23:28:32.676Z","log","❌ DESMARCADOS em ""Lentilha com cenoura"": [Object]","[
  ""Itamarati"",
  ""Museu""
]","[""❌ DESMARCADOS em \""Lentilha com cenoura\"":"",[""Itamarati"",""Museu""]]"
"2025-08-16T23:28:32.676Z","log","---","","[""---""]"
"2025-08-16T23:28:32.676Z","log","🔍 [CARDÁPIO POR CLIENTE] Fricassê de Pernil","","[""🔍 [CARDÁPIO POR CLIENTE] Fricassê de Pernil""]"
"2025-08-16T23:28:32.676Z","log","📋 IDs marcados: [Object]","[
  ""VN82qwyceQ3uAasT2EYt"",
  ""XyrOVFk5uwtyVIDLrbYI"",
  ""ergregtrgrtgt"",
  ""erfwefewfwef"",
  ""fewfewfewfewrfew"",
  ""regtegbrtvbrt""
]","[""📋 IDs marcados:"",[""VN82qwyceQ3uAasT2EYt"",""XyrOVFk5uwtyVIDLrbYI"",""ergregtrgrtgt"",""erfwefewfwef"",""fewfewfewfewrfew"",""regtegbrtvbrt""]]"
"2025-08-16T23:28:32.676Z","log","❌ DESMARCADOS em ""Fricassê de Pernil"": [Object]","[
  ""Museu""
]","[""❌ DESMARCADOS em \""Fricassê de Pernil\"":"",[""Museu""]]"
"2025-08-16T23:28:32.676Z","log","---","","[""---""]"
"2025-08-16T23:28:32.676Z","log","🔍 [CARDÁPIO POR CLIENTE] Filé de Frango Acebolado","","[""🔍 [CARDÁPIO POR CLIENTE] Filé de Frango Acebolado""]"
"2025-08-16T23:28:32.677Z","log","📋 IDs marcados: [Object]","[
  ""VN82qwyceQ3uAasT2EYt"",
  ""XyrOVFk5uwtyVIDLrbYI"",
  ""ergregtrgrtgt"",
  ""erfwefewfwef"",
  ""fewfewfewfewrfew"",
  ""regtegbrtvbrt""
]","[""📋 IDs marcados:"",[""VN82qwyceQ3uAasT2EYt"",""XyrOVFk5uwtyVIDLrbYI"",""ergregtrgrtgt"",""erfwefewfwef"",""fewfewfewfewrfew"",""regtegbrtvbrt""]]"
"2025-08-16T23:28:32.677Z","log","❌ DESMARCADOS em ""Filé de Frango Acebolado"": [Object]","[
  ""Museu""
]","[""❌ DESMARCADOS em \""Filé de Frango Acebolado\"":"",[""Museu""]]"
"2025-08-16T23:28:32.677Z","log","---","","[""---""]"
"2025-08-16T23:28:32.677Z","log","🔍 [CARDÁPIO POR CLIENTE] Sofiatelli de Tomate Seco","","[""🔍 [CARDÁPIO POR CLIENTE] Sofiatelli de Tomate Seco""]"
"2025-08-16T23:28:32.677Z","log","📋 IDs marcados: [Object]","[
  ""VN82qwyceQ3uAasT2EYt"",
  ""XyrOVFk5uwtyVIDLrbYI"",
  ""ergregtrgrtgt"",
  ""erfwefewfwef"",
  ""regtegbrtvbrt""
]","[""📋 IDs marcados:"",[""VN82qwyceQ3uAasT2EYt"",""XyrOVFk5uwtyVIDLrbYI"",""ergregtrgrtgt"",""erfwefewfwef"",""regtegbrtvbrt""]]"
"2025-08-16T23:28:32.677Z","log","❌ DESMARCADOS em ""Sofiatelli de Tomate Seco"": [Object]","[
  ""Itamarati"",
  ""Museu""
]","[""❌ DESMARCADOS em \""Sofiatelli de Tomate Seco\"":"",[""Itamarati"",""Museu""]]"
"2025-08-16T23:28:32.677Z","log","---","","[""---""]"
"2025-08-16T23:28:32.677Z","log","🔍 [CARDÁPIO POR CLIENTE] S. Alface","","[""🔍 [CARDÁPIO POR CLIENTE] S. Alface""]"
"2025-08-16T23:28:32.678Z","log","📋 IDs marcados: [Object]","[
  ""VN82qwyceQ3uAasT2EYt"",
  ""XyrOVFk5uwtyVIDLrbYI"",
  ""ergregtrgrtgt"",
  ""erfwefewfwef"",
  ""fewfewfewfewrfew"",
  ""regtegbrtvbrt""
]","[""📋 IDs marcados:"",[""VN82qwyceQ3uAasT2EYt"",""XyrOVFk5uwtyVIDLrbYI"",""ergregtrgrtgt"",""erfwefewfwef"",""fewfewfewfewrfew"",""regtegbrtvbrt""]]"
"2025-08-16T23:28:32.678Z","log","❌ DESMARCADOS em ""S. Alface"": [Object]","[
  ""Museu""
]","[""❌ DESMARCADOS em \""S. Alface\"":"",[""Museu""]]"
"2025-08-16T23:28:32.678Z","log","---","","[""---""]"
"2025-08-16T23:28:32.678Z","log","🔍 [CARDÁPIO POR CLIENTE] S. Tomate","","[""🔍 [CARDÁPIO POR CLIENTE] S. Tomate""]"
"2025-08-16T23:28:32.678Z","log","📋 IDs marcados: [Object]","[
  ""VN82qwyceQ3uAasT2EYt"",
  ""XyrOVFk5uwtyVIDLrbYI"",
  ""ergregtrgrtgt"",
  ""erfwefewfwef"",
  ""fewfewfewfewrfew"",
  ""regtegbrtvbrt""
]","[""📋 IDs marcados:"",[""VN82qwyceQ3uAasT2EYt"",""XyrOVFk5uwtyVIDLrbYI"",""ergregtrgrtgt"",""erfwefewfwef"",""fewfewfewfewrfew"",""regtegbrtvbrt""]]"
"2025-08-16T23:28:32.678Z","log","❌ DESMARCADOS em ""S. Tomate"": [Object]","[
  ""Museu""
]","[""❌ DESMARCADOS em \""S. Tomate\"":"",[""Museu""]]"
"2025-08-16T23:28:32.678Z","log","---","","[""---""]"
"2025-08-16T23:28:32.678Z","log","🔍 [CARDÁPIO POR CLIENTE] S. Rúcula","","[""🔍 [CARDÁPIO POR CLIENTE] S. Rúcula""]"
"2025-08-16T23:28:32.678Z","log","📋 IDs marcados: [Object]","[
  ""VN82qwyceQ3uAasT2EYt"",
  ""XyrOVFk5uwtyVIDLrbYI"",
  ""ergregtrgrtgt"",
  ""erfwefewfwef"",
  ""regtegbrtvbrt""
]","[""📋 IDs marcados:"",[""VN82qwyceQ3uAasT2EYt"",""XyrOVFk5uwtyVIDLrbYI"",""ergregtrgrtgt"",""erfwefewfwef"",""regtegbrtvbrt""]]"
"2025-08-16T23:28:32.678Z","log","❌ DESMARCADOS em ""S. Rúcula"": [Object]","[
  ""Itamarati"",
  ""Museu""
]","[""❌ DESMARCADOS em \""S. Rúcula\"":"",[""Itamarati"",""Museu""]]"
"2025-08-16T23:28:32.678Z","log","---","","[""---""]"
"2025-08-16T23:28:32.679Z","log","🔍 [CARDÁPIO POR CLIENTE] S. Acelga","","[""🔍 [CARDÁPIO POR CLIENTE] S. Acelga""]"
"2025-08-16T23:28:32.679Z","log","📋 IDs marcados: [Object]","[
  ""VN82qwyceQ3uAasT2EYt"",
  ""XyrOVFk5uwtyVIDLrbYI"",
  ""ergregtrgrtgt"",
  ""erfwefewfwef"",
  ""regtegbrtvbrt""
]","[""📋 IDs marcados:"",[""VN82qwyceQ3uAasT2EYt"",""XyrOVFk5uwtyVIDLrbYI"",""ergregtrgrtgt"",""erfwefewfwef"",""regtegbrtvbrt""]]"
"2025-08-16T23:28:32.679Z","log","❌ DESMARCADOS em ""S. Acelga"": [Object]","[
  ""Itamarati"",
  ""Museu""
]","[""❌ DESMARCADOS em \""S. Acelga\"":"",[""Itamarati"",""Museu""]]"
"2025-08-16T23:28:32.679Z","log","---","","[""---""]"
"2025-08-16T23:28:32.679Z","log","🔍 [CARDÁPIO POR CLIENTE] Bolo de Laranja","","[""🔍 [CARDÁPIO POR CLIENTE] Bolo de Laranja""]"
"2025-08-16T23:28:32.679Z","log","📋 IDs marcados: [Object]","[
  ""fewfewfewfewrfew"",
  ""erfwefewfwef""
]","[""📋 IDs marcados:"",[""fewfewfewfewrfew"",""erfwefewfwef""]]"
"2025-08-16T23:28:32.679Z","log","❌ DESMARCADOS em ""Bolo de Laranja"": [Object]","[
  ""Einstein"",
  ""Museu"",
  ""Nestlé""
]","[""❌ DESMARCADOS em \""Bolo de Laranja\"":"",[""Einstein"",""Museu"",""Nestlé""]]"
"2025-08-16T23:28:32.679Z","log","---","","[""---""]"
"2025-08-16T23:28:32.679Z","log","🔍 [CARDÁPIO POR CLIENTE] Arroz Branco","","[""🔍 [CARDÁPIO POR CLIENTE] Arroz Branco""]"
"2025-08-16T23:28:32.679Z","log","📋 IDs marcados: [Object]","[]","[""📋 IDs marcados:"",[]]"
"2025-08-16T23:28:32.679Z","log","❌ DESMARCADOS em ""Arroz Branco"": [Object]","[
  ""Einstein"",
  ""Faap"",
  ""Itamarati"",
  ""Museu"",
  ""Nestlé""
]","[""❌ DESMARCADOS em \""Arroz Branco\"":"",[""Einstein"",""Faap"",""Itamarati"",""Museu"",""Nestlé""]]"
"2025-08-16T23:28:32.680Z","log","---","","[""---""]"
"2025-08-16T23:28:32.680Z","log","🔍 [CARDÁPIO POR CLIENTE] Arroz integral com cabotiá","","[""🔍 [CARDÁPIO POR CLIENTE] Arroz integral com cabotiá""]"
"2025-08-16T23:28:32.680Z","log","📋 IDs marcados: [Object]","[
  ""VN82qwyceQ3uAasT2EYt"",
  ""XyrOVFk5uwtyVIDLrbYI"",
  ""ergregtrgrtgt"",
  ""erfwefewfwef"",
  ""regtegbrtvbrt""
]","[""📋 IDs marcados:"",[""VN82qwyceQ3uAasT2EYt"",""XyrOVFk5uwtyVIDLrbYI"",""ergregtrgrtgt"",""erfwefewfwef"",""regtegbrtvbrt""]]"
"2025-08-16T23:28:32.680Z","log","❌ DESMARCADOS em ""Arroz integral com cabotiá"": [Object]","[
  ""Itamarati"",
  ""Museu""
]","[""❌ DESMARCADOS em \""Arroz integral com cabotiá\"":"",[""Itamarati"",""Museu""]]"
"2025-08-16T23:28:32.680Z","log","---","","[""---""]"
"2025-08-16T23:28:32.680Z","log","🔍 [CARDÁPIO POR CLIENTE] Feijão","","[""🔍 [CARDÁPIO POR CLIENTE] Feijão""]"
"2025-08-16T23:28:32.680Z","log","📋 IDs marcados: [Object]","[]","[""📋 IDs marcados:"",[]]"
"2025-08-16T23:28:32.680Z","log","❌ DESMARCADOS em ""Feijão"": [Object]","[
  ""Einstein"",
  ""Faap"",
  ""Itamarati"",
  ""Museu"",
  ""Nestlé""
]","[""❌ DESMARCADOS em \""Feijão\"":"",[""Einstein"",""Faap"",""Itamarati"",""Museu"",""Nestlé""]]"
"2025-08-16T23:28:32.680Z","log","---","","[""---""]"
"2025-08-16T23:28:32.680Z","log","🔍 [CARDÁPIO POR CLIENTE] Farofa Temperada","","[""🔍 [CARDÁPIO POR CLIENTE] Farofa Temperada""]"
"2025-08-16T23:28:32.680Z","log","📋 IDs marcados: [Object]","[
  ""VN82qwyceQ3uAasT2EYt"",
  ""XyrOVFk5uwtyVIDLrbYI"",
  ""ergregtrgrtgt"",
  ""erfwefewfwef"",
  ""fvewfgqwefgrewg"",
  ""regtegbrtvbrt""
]","[""📋 IDs marcados:"",[""VN82qwyceQ3uAasT2EYt"",""XyrOVFk5uwtyVIDLrbYI"",""ergregtrgrtgt"",""erfwefewfwef"",""fvewfgqwefgrewg"",""regtegbrtvbrt""]]"
"2025-08-16T23:28:32.680Z","log","❌ DESMARCADOS em ""Farofa Temperada"": [Object]","[
  ""Itamarati""
]","[""❌ DESMARCADOS em \""Farofa Temperada\"":"",[""Itamarati""]]"
"2025-08-16T23:28:32.680Z","log","---","","[""---""]"
"2025-08-16T23:28:32.681Z","log","🔍 [CARDÁPIO POR CLIENTE] R. Quiabo","","[""🔍 [CARDÁPIO POR CLIENTE] R. Quiabo""]"
"2025-08-16T23:28:32.681Z","log","📋 IDs marcados: [Object]","[]","[""📋 IDs marcados:"",[]]"
"2025-08-16T23:28:32.681Z","log","❌ DESMARCADOS em ""R. Quiabo"": [Object]","[
  ""Einstein"",
  ""Faap"",
  ""Itamarati"",
  ""Museu"",
  ""Nestlé""
]","[""❌ DESMARCADOS em \""R. Quiabo\"":"",[""Einstein"",""Faap"",""Itamarati"",""Museu"",""Nestlé""]]"
"2025-08-16T23:28:32.681Z","log","---","","[""---""]"
"2025-08-16T23:28:32.681Z","log","🔍 [CARDÁPIO POR CLIENTE] Drumet Assado","","[""🔍 [CARDÁPIO POR CLIENTE] Drumet Assado""]"
"2025-08-16T23:28:32.681Z","log","📋 IDs marcados: [Object]","[]","[""📋 IDs marcados:"",[]]"
"2025-08-16T23:28:32.681Z","log","❌ DESMARCADOS em ""Drumet Assado"": [Object]","[
  ""Einstein"",
  ""Faap"",
  ""Itamarati"",
  ""Museu"",
  ""Nestlé""
]","[""❌ DESMARCADOS em \""Drumet Assado\"":"",[""Einstein"",""Faap"",""Itamarati"",""Museu"",""Nestlé""]]"
"2025-08-16T23:28:32.681Z","log","---","","[""---""]"
"2025-08-16T23:28:32.681Z","log","🔍 [CARDÁPIO POR CLIENTE] Ponta de Peito na Cerveja","","[""🔍 [CARDÁPIO POR CLIENTE] Ponta de Peito na Cerveja""]"
"2025-08-16T23:28:32.681Z","log","📋 IDs marcados: [Object]","[
  ""VN82qwyceQ3uAasT2EYt"",
  ""XyrOVFk5uwtyVIDLrbYI"",
  ""ergregtrgrtgt"",
  ""erfwefewfwef"",
  ""fvewfgqwefgrewg"",
  ""regtegbrtvbrt""
]","[""📋 IDs marcados:"",[""VN82qwyceQ3uAasT2EYt"",""XyrOVFk5uwtyVIDLrbYI"",""ergregtrgrtgt"",""erfwefewfwef"",""fvewfgqwefgrewg"",""regtegbrtvbrt""]]"
"2025-08-16T23:28:32.681Z","log","❌ DESMARCADOS em ""Ponta de Peito na Cerveja"": [Object]","[
  ""Itamarati""
]","[""❌ DESMARCADOS em \""Ponta de Peito na Cerveja\"":"",[""Itamarati""]]"
"2025-08-16T23:28:32.681Z","log","---","","[""---""]"
"2025-08-16T23:28:32.682Z","log","🔍 [CARDÁPIO POR CLIENTE] S. Alface","","[""🔍 [CARDÁPIO POR CLIENTE] S. Alface""]"
"2025-08-16T23:28:32.682Z","log","📋 IDs marcados: [Object]","[]","[""📋 IDs marcados:"",[]]"
"2025-08-16T23:28:32.682Z","log","❌ DESMARCADOS em ""S. Alface"": [Object]","[
  ""Einstein"",
  ""Faap"",
  ""Itamarati"",
  ""Museu"",
  ""Nestlé""
]","[""❌ DESMARCADOS em \""S. Alface\"":"",[""Einstein"",""Faap"",""Itamarati"",""Museu"",""Nestlé""]]"
"2025-08-16T23:28:32.682Z","log","---","","[""---""]"
"2025-08-16T23:28:32.682Z","log","🔍 [CARDÁPIO POR CLIENTE] S. Tomate","","[""🔍 [CARDÁPIO POR CLIENTE] S. Tomate""]"
"2025-08-16T23:28:32.682Z","log","📋 IDs marcados: [Object]","[
  ""VN82qwyceQ3uAasT2EYt"",
  ""XyrOVFk5uwtyVIDLrbYI"",
  ""ergregtrgrtgt"",
  ""erfwefewfwef"",
  ""fvewfgqwefgrewg"",
  ""regtegbrtvbrt""
]","[""📋 IDs marcados:"",[""VN82qwyceQ3uAasT2EYt"",""XyrOVFk5uwtyVIDLrbYI"",""ergregtrgrtgt"",""erfwefewfwef"",""fvewfgqwefgrewg"",""regtegbrtvbrt""]]"
"2025-08-16T23:28:32.682Z","log","❌ DESMARCADOS em ""S. Tomate"": [Object]","[
  ""Itamarati""
]","[""❌ DESMARCADOS em \""S. Tomate\"":"",[""Itamarati""]]"
"2025-08-16T23:28:32.682Z","log","---","","[""---""]"
