[2025-08-26T02:57:04.530Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Arroz Branco. unit_price: 46.019091397849465, unit_type: cuba-g
[2025-08-26T02:57:25.744Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Cabotiá. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:25.744Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Couve. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:25.779Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Arroz Branco. unit_price: 46.019091397849465, unit_type: cuba-g
[2025-08-26T02:57:25.780Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Arroz integral com abobrinha ralada. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:25.780Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Feijão. unit_price: 60.44928220858896, unit_type: cuba-g
[2025-08-26T02:57:25.781Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Farofa Temperada. unit_price: 45.777744999999996, unit_type: cuba-g
[2025-08-26T02:57:25.782Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Cenoura na manteiga. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:25.782Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Iscas de tilápia à milanesa. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:25.782Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Lombro agridoce. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:25.783Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Omelete recheada com espinafre e parmesão. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:25.783Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Yakisoba. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:25.784Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Alface. unit_price: 20.360599999999998, unit_type: cuba-g
[2025-08-26T02:57:25.784Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Tomate. unit_price: 52.059124, unit_type: cuba-g
[2025-08-26T02:57:25.784Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Caponata de berinjela. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:25.786Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Grão de Bico. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:25.787Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Bolo Mesclado. unit_price: 19.69505559599636, unit_type: cupa-p
[2025-08-26T02:57:25.821Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Arroz Branco. unit_price: 46.019091397849465, unit_type: cuba-g
[2025-08-26T02:57:25.821Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Arroz integral com abobrinha ralada. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:25.822Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Feijão. unit_price: 60.44928220858896, unit_type: cuba-g
[2025-08-26T02:57:25.822Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Farofa Temperada. unit_price: 45.777744999999996, unit_type: cuba-g
[2025-08-26T02:57:25.823Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Cenoura na manteiga. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:25.823Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Iscas de tilápia à milanesa. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:25.824Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Lombro agridoce. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:25.824Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Omelete recheada com espinafre e parmesão. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:25.824Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Yakisoba. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:25.825Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Alface. unit_price: 20.360599999999998, unit_type: cuba-g
[2025-08-26T02:57:25.826Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Tomate. unit_price: 52.059124, unit_type: cuba-g
[2025-08-26T02:57:25.826Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Caponata de berinjela. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:25.826Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Grão de Bico. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:25.827Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Bolo Mesclado. unit_price: 19.69505559599636, unit_type: cupa-p
[2025-08-26T02:57:25.998Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Arroz Branco. unit_price: 46.019091397849465, unit_type: cuba-g
[2025-08-26T02:57:25.999Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Arroz integral com abobrinha ralada. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:25.999Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Feijão. unit_price: 60.44928220858896, unit_type: cuba-g
[2025-08-26T02:57:25.999Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Farofa Temperada. unit_price: 45.777744999999996, unit_type: cuba-g
[2025-08-26T02:57:26.000Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Cenoura na manteiga. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:26.000Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Iscas de tilápia à milanesa. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:26.001Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Lombro agridoce. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:26.001Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Omelete recheada com espinafre e parmesão. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:26.002Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Yakisoba. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:26.004Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Alface. unit_price: 20.360599999999998, unit_type: cuba-g
[2025-08-26T02:57:26.005Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Tomate. unit_price: 52.059124, unit_type: cuba-g
[2025-08-26T02:57:26.005Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Caponata de berinjela. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:26.006Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Grão de Bico. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:26.006Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Bolo Mesclado. unit_price: 19.69505559599636, unit_type: cupa-p
[2025-08-26T02:57:26.020Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Arroz Branco. unit_price: 46.019091397849465, unit_type: cuba-g
[2025-08-26T02:57:26.021Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Arroz integral com abobrinha ralada. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:26.022Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Feijão. unit_price: 60.44928220858896, unit_type: cuba-g
[2025-08-26T02:57:26.022Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Farofa Temperada. unit_price: 45.777744999999996, unit_type: cuba-g
[2025-08-26T02:57:26.022Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Cenoura na manteiga. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:26.022Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Iscas de tilápia à milanesa. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:26.023Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Lombro agridoce. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:26.023Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Omelete recheada com espinafre e parmesão. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:26.023Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Yakisoba. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:26.024Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Alface. unit_price: 20.360599999999998, unit_type: cuba-g
[2025-08-26T02:57:26.024Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Tomate. unit_price: 52.059124, unit_type: cuba-g
[2025-08-26T02:57:26.024Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Caponata de berinjela. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:26.024Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Grão de Bico. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:26.024Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Bolo Mesclado. unit_price: 19.69505559599636, unit_type: cupa-p
[2025-08-26T02:57:26.189Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Arroz Branco. unit_price: 46.019091397849465, unit_type: cuba-g
[2025-08-26T02:57:26.190Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Arroz integral com abobrinha ralada. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:26.191Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Feijão. unit_price: 60.44928220858896, unit_type: cuba-g
[2025-08-26T02:57:26.192Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Farofa Temperada. unit_price: 45.777744999999996, unit_type: cuba-g
[2025-08-26T02:57:26.193Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Cenoura na manteiga. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:26.194Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Iscas de tilápia à milanesa. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:26.195Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Lombro agridoce. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:26.196Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Omelete recheada com espinafre e parmesão. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:26.196Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Yakisoba. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:26.197Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Alface. unit_price: 20.360599999999998, unit_type: cuba-g
[2025-08-26T02:57:26.197Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Tomate. unit_price: 52.059124, unit_type: cuba-g
[2025-08-26T02:57:26.198Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Caponata de berinjela. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:26.198Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Grão de Bico. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:26.199Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Bolo Mesclado. unit_price: 19.69505559599636, unit_type: cupa-p
[2025-08-26T02:57:26.215Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Arroz Branco. unit_price: 46.019091397849465, unit_type: cuba-g
[2025-08-26T02:57:26.215Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Arroz integral com abobrinha ralada. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:26.216Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Feijão. unit_price: 60.44928220858896, unit_type: cuba-g
[2025-08-26T02:57:26.216Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Farofa Temperada. unit_price: 45.777744999999996, unit_type: cuba-g
[2025-08-26T02:57:26.216Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Cenoura na manteiga. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:26.217Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Iscas de tilápia à milanesa. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:26.217Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Lombro agridoce. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:26.217Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Omelete recheada com espinafre e parmesão. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:26.217Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Yakisoba. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:26.218Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Alface. unit_price: 20.360599999999998, unit_type: cuba-g
[2025-08-26T02:57:26.218Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Tomate. unit_price: 52.059124, unit_type: cuba-g
[2025-08-26T02:57:26.218Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Caponata de berinjela. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:26.218Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Grão de Bico. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:26.221Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Bolo Mesclado. unit_price: 19.69505559599636, unit_type: cupa-p
[2025-08-26T02:57:26.229Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Arroz Branco. unit_price: 46.019091397849465, unit_type: cuba-g
[2025-08-26T02:57:26.229Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Arroz integral com abobrinha ralada. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:26.229Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Feijão. unit_price: 60.44928220858896, unit_type: cuba-g
[2025-08-26T02:57:26.229Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Farofa Temperada. unit_price: 45.777744999999996, unit_type: cuba-g
[2025-08-26T02:57:26.230Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Cenoura na manteiga. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:26.230Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Iscas de tilápia à milanesa. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:26.230Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Lombro agridoce. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:26.231Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Omelete recheada com espinafre e parmesão. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:26.231Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Yakisoba. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:26.231Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Alface. unit_price: 20.360599999999998, unit_type: cuba-g
[2025-08-26T02:57:26.231Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Tomate. unit_price: 52.059124, unit_type: cuba-g
[2025-08-26T02:57:26.232Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Caponata de berinjela. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:26.232Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Grão de Bico. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:26.232Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Bolo Mesclado. unit_price: 19.69505559599636, unit_type: cupa-p
[2025-08-26T02:57:34.564Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Arroz Branco. unit_price: 46.019091397849465, unit_type: cuba-g
[2025-08-26T02:57:34.564Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Arroz integral com abobrinha ralada. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:34.565Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Feijão. unit_price: 60.44928220858896, unit_type: cuba-g
[2025-08-26T02:57:34.565Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Farofa Temperada. unit_price: 45.777744999999996, unit_type: cuba-g
[2025-08-26T02:57:34.565Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Cenoura na manteiga. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:34.566Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Iscas de tilápia à milanesa. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:34.566Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Lombro agridoce. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:34.566Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Omelete recheada com espinafre e parmesão. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:34.566Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Yakisoba. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:34.567Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Alface. unit_price: 20.360599999999998, unit_type: cuba-g
[2025-08-26T02:57:34.567Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Tomate. unit_price: 52.059124, unit_type: cuba-g
[2025-08-26T02:57:34.568Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Caponata de berinjela. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:34.568Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Grão de Bico. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:34.568Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Bolo Mesclado. unit_price: 19.69505559599636, unit_type: cupa-p
[2025-08-26T02:57:34.607Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Arroz Branco. unit_price: 46.019091397849465, unit_type: cuba-g
[2025-08-26T02:57:34.608Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Arroz Integral. unit_price: 42.168351301115244, unit_type: cuba-g
[2025-08-26T02:57:34.609Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Feijão. unit_price: 60.44928220858896, unit_type: cuba-g
[2025-08-26T02:57:34.610Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Farofa de cebola. unit_price: 60.44928220858896, unit_type: cuba-g
[2025-08-26T02:57:34.611Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Vagem no forno. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:34.612Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Frango Supremo. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:34.612Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Filé mignon suíno ao molho de ervas. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:34.613Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Esc. de Carne. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:34.614Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Panqueca de Queijo. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:34.614Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Alface. unit_price: 20.360599999999998, unit_type: cuba-g
[2025-08-26T02:57:34.615Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Tomate. unit_price: 52.059124, unit_type: cuba-g
[2025-08-26T02:57:34.615Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Feijão Branco. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:34.616Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Abobrinha. unit_price: 28.364005282555283, unit_type: cuba-g
[2025-08-26T02:57:34.616Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Bolo de Fubá. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:34.648Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Arroz Branco. unit_price: 46.019091397849465, unit_type: cuba-g
[2025-08-26T02:57:34.649Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Arroz Integral. unit_price: 42.168351301115244, unit_type: cuba-g
[2025-08-26T02:57:34.649Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Feijão. unit_price: 60.44928220858896, unit_type: cuba-g
[2025-08-26T02:57:34.649Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Farofa de cebola. unit_price: 60.44928220858896, unit_type: cuba-g
[2025-08-26T02:57:34.650Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Vagem no forno. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:34.650Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Frango Supremo. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:34.650Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Filé mignon suíno ao molho de ervas. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:34.651Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Esc. de Carne. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:34.651Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Panqueca de Queijo. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:34.651Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Alface. unit_price: 20.360599999999998, unit_type: cuba-g
[2025-08-26T02:57:34.652Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Tomate. unit_price: 52.059124, unit_type: cuba-g
[2025-08-26T02:57:34.652Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Feijão Branco. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:34.652Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Abobrinha. unit_price: 28.364005282555283, unit_type: cuba-g
[2025-08-26T02:57:34.653Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Bolo de Fubá. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:34.818Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Arroz Branco. unit_price: 46.019091397849465, unit_type: cuba-g
[2025-08-26T02:57:34.818Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Arroz Integral. unit_price: 42.168351301115244, unit_type: cuba-g
[2025-08-26T02:57:34.818Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Feijão. unit_price: 60.44928220858896, unit_type: cuba-g
[2025-08-26T02:57:34.819Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Farofa de cebola. unit_price: 60.44928220858896, unit_type: cuba-g
[2025-08-26T02:57:34.819Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Vagem no forno. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:34.819Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Frango Supremo. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:34.820Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Filé mignon suíno ao molho de ervas. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:34.820Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Esc. de Carne. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:34.820Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Panqueca de Queijo. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:34.820Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Alface. unit_price: 20.360599999999998, unit_type: cuba-g
[2025-08-26T02:57:34.821Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Tomate. unit_price: 52.059124, unit_type: cuba-g
[2025-08-26T02:57:34.821Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Feijão Branco. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:34.821Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Abobrinha. unit_price: 28.364005282555283, unit_type: cuba-g
[2025-08-26T02:57:34.822Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Bolo de Fubá. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:34.837Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Arroz Branco. unit_price: 46.019091397849465, unit_type: cuba-g
[2025-08-26T02:57:34.838Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Arroz Integral. unit_price: 42.168351301115244, unit_type: cuba-g
[2025-08-26T02:57:34.838Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Feijão. unit_price: 60.44928220858896, unit_type: cuba-g
[2025-08-26T02:57:34.838Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Farofa de cebola. unit_price: 60.44928220858896, unit_type: cuba-g
[2025-08-26T02:57:34.839Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Vagem no forno. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:34.839Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Frango Supremo. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:34.839Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Filé mignon suíno ao molho de ervas. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:34.840Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Esc. de Carne. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:34.840Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Panqueca de Queijo. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:34.840Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Alface. unit_price: 20.360599999999998, unit_type: cuba-g
[2025-08-26T02:57:34.841Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Tomate. unit_price: 52.059124, unit_type: cuba-g
[2025-08-26T02:57:34.841Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Feijão Branco. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:34.841Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Abobrinha. unit_price: 28.364005282555283, unit_type: cuba-g
[2025-08-26T02:57:34.843Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Bolo de Fubá. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:35.116Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Arroz Branco. unit_price: 46.019091397849465, unit_type: cuba-g
[2025-08-26T02:57:35.117Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Arroz Integral. unit_price: 42.168351301115244, unit_type: cuba-g
[2025-08-26T02:57:35.118Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Feijão. unit_price: 60.44928220858896, unit_type: cuba-g
[2025-08-26T02:57:35.119Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Farofa de cebola. unit_price: 60.44928220858896, unit_type: cuba-g
[2025-08-26T02:57:35.120Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Vagem no forno. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:35.120Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Frango Supremo. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:35.122Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Filé mignon suíno ao molho de ervas. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:35.123Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Esc. de Carne. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:35.124Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Panqueca de Queijo. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:35.125Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Alface. unit_price: 20.360599999999998, unit_type: cuba-g
[2025-08-26T02:57:35.127Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Tomate. unit_price: 52.059124, unit_type: cuba-g
[2025-08-26T02:57:35.128Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Feijão Branco. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:35.129Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering S. Abobrinha. unit_price: 28.364005282555283, unit_type: cuba-g
[2025-08-26T02:57:35.130Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Bolo de Fubá. unit_price: 8.944, unit_type: null
[2025-08-26T02:57:35.152Z] [LOG] DEBUG PREÇO: OrdersTab - Rendering Arroz Branco. unit_price: 46.019091397849465, unit_type: cuba-g
